"DScore","WLoc","NumOT","Poss","Pace","Conf_Tour","DFGM","DFGA","DFGM3","DFGA3","DFTM","DFTA","DOR","DDR","DAst","DTO","DStl","DBlk","DPF","DFG.P","DFG3.P","DFT.P","DEFG.P","DTO.P","DOR.P","DDR.P","DFT.R","DORtg","DDRtg","DFTA.R","D3PA.R","DTS.P"
16,"A",0,68.7125,68.7125,0,5,-8,7,4,-1,-1,-7,6,14,0,1,4,5,0.170784103114931,0.249427917620137,-0.015151515151515,0.250805585392051,0.01932914138305,-0.128205128205128,-0.128205128205128,0.022556390977444,23.285428415499,-23.285428415499,0.042606516290727,0.136054421768708,0.209154348235281
1,"A",0,65.05,65.05,0,1,6,0,2,-1,0,7,8,-3,2,4,-1,2,-0.025,-0.026515151515151,-0.0555555555555559,-0.0325,0.009401420746325,0.210084033613445,0.210084033613445,-0.043571428571429,1.53727901614141,-1.53727901614141,-0.038571428571429,-0.011428571428571,-0.039086866244069
13,"A",0,69.6,69.6,0,6,12,-1,-3,2,4,11,5,3,-5,5,-3,-3,0.014778325123153,0,-0.079365079365079,-0.00418719211822605,-0.07557626608498,0.23015873015873,0.23015873015873,-0.006896551724138,18.6781609195406,-18.6781609195406,0.015763546798029,-0.113793103448276,-0.01031357704882
29,"A",0,68.8125,68.8125,0,9,9,8,13,3,-3,3,9,9,-1,2,0,2,0.087957124842371,0.135775862068966,0.296052631578947,0.146437578814628,-0.026008566378516,0.133004926108374,0.133004926108374,0.017969735182849,42.1435059037242,-42.1435059037242,-0.103089533417402,0.167717528373266,0.158895711383401
4,"A",0,80.2625,80.2625,0,2,-7,4,3,-4,-5,-2,9,1,3,4,2,3,0.072843309859155,0.142857142857143,-0.00802139037433203,0.107174295774648,0.044267317875153,0.026463963963964,0.026463963963964,-0.03631161971831,4.98364740694601,-4.98364740694601,-0.044234154929577,0.079225352112676,0.087635079327665
3,"H",0,73.35,73.35,0,2,8,-1,11,0,-10,-5,-7,8,-11,6,1,2,-0.019853709508882,-0.174444444444444,0.276497695852534,-0.039968652037618,-0.127698362896097,-0.132142857142857,-0.132142857142857,-0.037617554858934,4.089979550103,-4.089979550103,-0.216300940438872,0.114420062695924,-0.00319666949118291
4,"H",2,76.3375,61.07,0,1,5,7,4,-5,-11,-3,-1,5,-1,-1,1,3,-0.020059752454119,0.234265734265735,0.136363636363636,0.026568501920614,-0.010407747148513,-0.065789473684211,-0.065789473684211,-0.084293640631669,5.23988865236601,-5.23988865236601,-0.178403755868544,0.032863849765259,0.027821149264434
3,"A",0,66.7375,66.7375,0,1,10,5,5,-4,-5,7,-4,4,-1,-2,-3,-5,-0.071180555555556,0.144927536231884,-0.041062801932367,-0.040798611111111,-0.023695392890022,0.098440545808967,0.0984405458089671,-0.105902777777778,4.495223824687,-4.495223824687,-0.144675925925926,0.026041666666667,-0.044885592690712
23,"H",0,67.6125,67.6125,0,6,2,0,-6,11,15,8,9,5,1,-2,5,-1,0.096740994854202,0.160427807486631,0.106060606060606,0.095025728987993,-0.009393202883833,0.210897435897436,0.210897435897436,0.193825042881647,34.0173784433354,-34.0173784433354,0.260377358490566,-0.120754716981132,0.110274689608185
29,"H",0,68.5375,68.5375,0,12,10,10,13,-5,-11,0,5,13,-3,2,4,5,0.125310173697271,0.128205128205128,0.428571428571429,0.19044665012407,-0.046004692359283,0.027056277056277,0.027056277056278,-0.10545905707196,42.3126025898227,-42.3126025898227,-0.220843672456575,0.129032258064516,0.188823485727516
15,"H",0,66.8625,66.8625,0,3,-10,-2,-10,11,13,-3,8,15,0,1,-3,-5,0.163074712643678,0.154761904761904,0.04040404040404,0.160201149425288,0.010501733729787,-0.00806451612903197,-0.00806451612903203,0.254310344827586,22.434099831744,-22.434099831744,0.30316091954023,-0.122126436781609,0.166670157992211
1,"H",0,72.4875,72.4875,0,-1,-2,3,12,0,5,-5,-8,0,-10,7,6,-2,-0.00338277387457703,-0.048648648648649,-0.288461538461538,0.023809523809524,-0.098411444636491,-0.142857142857143,-0.142857142857143,0.0031225604996097,1.37954819796511,-1.37954819796511,0.086130627114234,0.209731980223783,0.00468545603248305
11,"H",0,74.6,74.6,0,6,6,-3,-11,2,0,3,2,-4,-3,2,1,-1,0.054079696394687,0.053846153846154,0.125,0.02561669829222,-0.040349815355736,0.067307692307692,0.067307692307692,0.012333965844402,14.7453083109916,-14.7453083109916,-0.022770398481973,-0.198766603415559,0.033410873928115
1,"H",0,74.7375,74.7375,0,-2,1,-3,-7,8,5,1,-2,-8,-4,5,-4,-2,-0.0426651081239039,-0.071428571428572,0.227053140096618,-0.068965517241379,-0.046711964113557,0.00714285714285701,0.00714285714285701,0.132670952659264,1.338016390701,-1.338016390701,0.079485680888369,-0.124780829924021,-0.020409330916161
23,"H",0,65,65,0,7,4,7,4,2,-6,-11,-5,2,-12,10,0,0,0.09514687100894,0.277777777777778,0.301790281329923,0.1529374201788,-0.142129925434244,-0.252941176470588,-0.252941176470588,0.019157088122606,35.3846153846158,-35.3846153846158,-0.132822477650064,0.045977011494253,0.166538677664542
13,"H",0,62.25,62.25,0,3,6,6,8,1,-2,6,3,3,1,-3,0,0,0.00111317254174403,0.164705882352941,0.252525252525253,0.051205936920223,0.000591100392490995,0.19893899204244,0.19893899204244,0.00259740259740202,20.8835341365465,-20.8835341365465,-0.060853432282003,0.107606679035251,0.0633091689791691
23,"A",0,65.6875,65.6875,0,6,-18,4,-6,7,7,-9,16,7,7,2,2,-4,0.278571428571428,0.277777777777777,0.05668016194332,0.34047619047619,0.114075553162186,-0.080103359173127,-0.0801033591731271,0.273809523809524,35.0142721217886,-35.0142721217886,0.302380952380952,0.028571428571429,0.323076682148216
7,"H",0,67.375,67.375,0,-2,-1,2,2,9,14,5,4,1,-3,0,-2,-4,-0.027525710828796,0.07843137254902,0.038194444444444,-0.00922565033272899,-0.0420659581267597,0.119871794871795,0.119871794871795,0.160919540229885,10.3896103896102,-10.3896103896102,0.251058681185723,0.039624924379916,0.010260337862727
9,"H",0,80.7875,80.7875,0,-2,-11,3,3,10,7,-3,6,0,2,-7,3,-1,0.045454545454545,0.081818181818182,0.221212121212122,0.075757575757576,0.030587602969554,-0.002051983584131,-0.00205198358413106,0.175324675324675,11.140337304657,-11.140337304657,0.138528138528138,0.093073593073593,0.111370366087246
12,"H",0,72.2,72.2,0,2,3,-4,2,12,16,5,4,1,-5,2,2,-9,0.00992555831265601,-0.18962962962963,0,-0.02605459057072,-0.07155953016483,0.134920634920635,0.134920634920635,0.182382133995037,16.620498614959,-16.620498614959,0.24317617866005,0.012158808933002,-0.000735209167008088
8,"H",0,69.9625,69.9625,0,1,-9,-2,-9,8,15,-1,8,-3,0,0,5,-2,0.068783068783068,0.022727272727273,-0.099358974358975,0.056878306878307,0.00379995559809501,0.049272116461366,0.049272116461366,0.198412698412698,11.4346971591927,-11.4346971591927,0.341269841269841,-0.113756613756613,0.065925542916235
4,"H",1,83.9125,74.5888888888889,0,5,-3,-6,-16,0,7,-2,2,4,-4,6,4,-5,0.094456289978678,0.021052631578947,-0.329411764705882,0.054157782515991,-0.035790898448231,-0.030555555555556,-0.030555555555556,0.005117270788913,4.76687025174999,-4.76687025174999,0.110874200426439,-0.216417910447761,0.024207676381589
18,"H",0,70.3875,70.3875,0,10,19,1,6,-3,-5,6,-2,7,-10,8,0,1,0.00746268656716398,-0.078571428571429,0.068627450980392,-0.00279850746268695,-0.144373694359634,0.131221719457014,0.131221719457014,-0.121579601990049,25.5727224294085,-25.5727224294085,-0.175062189054727,0.00684079601990001,-0.012819954607364
11,"A",0,67.9375,67.9375,0,8,1,-2,-10,-3,-1,2,6,-4,1,4,-4,6,0.135714285714286,0.1,-0.173076923076923,0.115909090909091,0.009996960923879,0.09375,0.09375,-0.057467532467532,16.191352345906,-16.191352345906,-0.022077922077922,-0.188311688311688,0.084411898537487
11,"A",0,65.175,65.175,0,2,-1,0,-2,7,4,-2,4,4,-3,0,-1,-6,0.044781144781145,0.027472527472528,0.296969696969697,0.046464646464647,-0.039634125676949,-0.039915966386555,-0.039915966386555,0.131986531986532,16.877637130802,-16.877637130802,0.077777777777778,-0.027609427609428,0.082278368184747
11,"A",0,69.2125,69.2125,0,7,0,-5,-5,2,5,6,9,5,4,0,6,-2,0.114754098360655,-0.193452380952381,-0.092105263157895,0.073770491803279,0.037619798971482,0.202702702702703,0.202702702702703,0.032786885245902,15.893082896876,-15.893082896876,0.081967213114754,-0.081967213114754,0.059102313498928
18,"H",0,72.1875,72.1875,0,7,0,3,-7,1,1,4,9,6,3,0,-4,-2,0.127272727272727,0.257085020242915,0.00790513833992101,0.154545454545455,0.03159757330637,0.152380952380953,0.152380952380953,0.018181818181818,24.9350649350652,-24.9350649350652,0.018181818181818,-0.127272727272728,0.132830875653602
16,"A",0,62.4625,62.4625,0,5,5,-2,-12,8,9,5,7,1,0,-1,-1,-1,0.050770308123249,0.057724957555179,0.258928571428571,0.0259103641456591,-0.017745372911618,0.17908787541713,0.17908787541713,0.137605042016806,25.6153692215326,-25.6153692215326,0.148459383753502,-0.268557422969188,0.051963491333027
3,"H",0,67.7125,67.7125,0,-1,8,0,2,5,3,3,-3,1,-6,4,1,-2,-0.073593073593074,-0.031304347826087,0.119565217391304,-0.083982683982684,-0.079630466612995,0.00986842105263203,0.00986842105263197,0.044733044733044,4.43049658482499,-4.43049658482499,0.00144300144300102,-0.021356421356421,-0.0528453046640079
5,"H",0,68.2625,68.2625,0,-2,-12,-4,-8,13,17,1,9,1,3,-2,4,-9,0.075610572097691,-0.028571428571429,0.022727272727273,0.0588825694212111,0.0444674171651833,0.0656108597285069,0.065610859728507,0.297423887587822,7.324665812123,-7.324665812123,0.391100702576112,-0.050853128136501,0.0772301489341201
10,"H",0,63.8375,63.8375,0,4,-8,-1,-8,3,1,-5,8,-1,1,-3,4,-2,0.172746331236897,0.115384615384615,0.139705882352941,0.178406708595387,0.03320110534782,-0.053030303030303,-0.053030303030303,0.10020964360587,15.664773839828,-15.664773839828,0.075890985324948,-0.090566037735849,0.176092738807559
24,"H",0,67.8625,67.8625,0,8,-2,0,-12,8,5,-4,7,1,-5,6,3,2,0.153434433541481,0.284584980237154,0.316239316239316,0.155218554861731,-0.052021170420972,-0.00517241379310296,-0.00517241379310296,0.143919119833482,35.3656290292873,-35.3656290292873,0.095450490633364,-0.196848052334225,0.180608623675564
7,"H",0,69.575,69.575,0,0,4,0,2,7,4,5,3,2,2,0,0,-3,-0.026696329254728,-0.025062656641604,0.242105263157895,-0.029477196885428,0.014247182444838,0.118421052631579,0.118421052631579,0.102892102335929,10.0610851598994,-10.0610851598994,0.047830923248054,0.011123470522803,0.00973677863421596
7,"H",0,79.425,79.425,0,-1,-12,-1,-12,10,12,-5,5,7,0,0,-4,-5,0.06039627596085,0.125541125541126,0.077079107505071,0.0662449271902599,0.011862185611733,-0.060379528464635,-0.060379528464635,0.201002625925042,8.8133459238277,-8.8133459238277,0.252088804010504,-0.108856529004535,0.089146958895326
6,"A",0,62.475,62.475,0,1,-16,-1,-8,5,14,0,14,1,5,2,1,-7,0.17461568782026,0.15,-0.214285714285715,0.18506109578242,0.0812464675448893,0.131609870740306,0.131609870740306,0.185652345289712,9.60384153661499,-9.60384153661499,0.413874655104454,-0.059913283405598,0.136765965160527
3,"H",0,57.225,57.225,0,0,-2,0,6,3,2,1,1,8,1,-1,1,-2,0.019021739130435,-0.111111111111111,0.183333333333333,0.020833333333333,0.016131798187017,0.03448275862069,0.0344827586206899,0.0688405797101447,5.2424639580603,-5.2424639580603,0.052536231884058,0.141304347826087,0.0386388845600301
2,"A",1,87.3875,77.6777777777778,0,8,13,-2,6,-12,-7,-5,-13,-5,-12,8,2,2,0.02648401826484,-0.22672064777328,-0.196943972835314,0.00536529680365305,-0.123741233731518,-0.174750830564784,-0.174750830564784,-0.259360730593607,2.288656844515,-2.288656844515,-0.208675799086758,0.043607305936073,-0.054307136275732
24,"H",0,59.9625,59.9625,0,13,-9,-2,-22,0,3,0,18,7,6,-7,-1,-4,0.355555555555556,0.210784313725491,-0.207692307692308,0.346296296296296,0.095834512338601,0.166666666666666,0.166666666666666,0.033333333333333,40.0250156347719,-40.0250156347719,0.103703703703704,-0.362962962962963,0.299996881788606
26,"H",0,72.125,72.125,0,16,0,4,-10,-10,-10,0,15,16,4,-3,-1,1,0.262295081967213,0.464285714285714,-0.0499999999999999,0.295081967213114,0.051603128561069,0.15,0.15,-0.163934426229509,36.048526863085,-36.048526863085,-0.163934426229508,-0.163934426229509,0.237170671197044
3,"A",0,76.6875,76.6875,0,2,5,4,3,-5,-7,2,1,1,1,0,-2,1,-0.00198708395429703,0.138181818181818,0.0202429149797569,0.025832091405862,0.007121963090579,0.044871794871795,0.044871794871795,-0.100596125186289,3.91198044009739,-3.91198044009739,-0.138350720317933,0.018132141082961,0.00842709326384494
6,"H",0,68.8,68.8,0,-1,-17,-3,-10,11,10,-6,7,1,4,-2,4,-7,0.107315389924086,-0.06060606060606,0.0961791831357051,0.089371980676328,0.067226919707194,-0.068144499178982,-0.068144499178982,0.34472049689441,8.7209302325584,-8.7209302325584,0.352311939268461,-0.088336783988958,0.138649928806612
4,"A",0,75.175,75.175,0,5,-6,-4,-10,-2,0,-2,7,4,6,0,2,2,0.126988265971317,0.00284090909090901,-0.153846153846154,0.103259452411995,0.074331020812686,-0.01061776061776,-0.01061776061776,-0.016688396349413,5.320917858331,-5.320917858331,0.020338983050847,-0.119426336375489,0.081130360304975
25,"H",0,64.1,64.1,0,13,15,4,1,-5,-8,-2,-1,9,-14,11,-1,6,0.106200997861725,0.201754385964912,0.0166666666666669,0.130969351389879,-0.178757740980075,-0.05268817204301,-0.05268817204301,-0.151461154668567,39.0015600624024,-39.0015600624024,-0.238061297220242,-0.079828937990021,0.102691897294596
11,"A",0,60.3625,60.3625,0,0,-9,-2,-10,13,13,-4,5,1,-3,1,0,-8,0.075227963525836,0.083333333333333,0.262626262626262,0.072758358662614,-0.0347861268595172,-0.074725274725275,-0.074725274725275,0.293693009118541,18.2232346241463,-18.2232346241463,0.307370820668693,-0.110182370820669,0.12020984471015
2,"H",1,73.175,65.0444444444444,0,2,-2,4,7,-6,-6,1,6,0,7,-3,-1,2,0.041596638655462,0.054655870445344,-0.1875,0.072478991596639,0.0799704890958564,0.055555555555556,0.055555555555556,-0.0836134453781511,2.73317389819,-2.73317389819,-0.081512605042017,0.1109243697479,0.046391752577319
13,"A",0,65.4875,65.4875,0,4,-2,1,-5,4,3,5,12,0,4,-5,3,1,0.086206896551724,0.13903743315508,0.166666666666666,0.09698275862069,0.048181444535713,0.205938697318008,0.205938697318008,0.07512315270936,19.8511166253097,-19.8511166253097,0.059113300492611,-0.075738916256157,0.109837879900868
5,"A",0,71.8875,71.8875,0,-2,-7,-2,-15,11,11,-2,4,-1,-1,2,-2,-1,0.014956011730205,0.116161616161616,0.305555555555556,0.00601173020527895,-0.00399176411209501,-0.004662004662005,-0.00466200466200506,0.208211143695015,6.9553121196314,-6.9553121196314,0.218475073313783,-0.204985337243402,0.051839440433477
2,"A",0,63.3375,63.3375,0,-1,-2,0,-5,4,3,-1,0,0,2,0,0,1,-0.001322751322751,0.084541062801932,0.1,0.000992063492064044,0.026328840655814,-0.024193548387097,-0.024193548387097,0.081349206349207,3.157686994277,-3.157686994277,0.06547619047619,-0.077380952380953,0.0210841228007691
9,"H",0,59.875,59.875,0,0,-5,1,-7,8,12,1,2,2,0,-2,2,-4,0.034545454545455,0.166666666666667,0.033955857385399,0.048181818181818,-0.000518304439589001,0.035762483130904,0.035762483130904,0.18,15.031315240083,-15.031315240083,0.274545454545455,-0.101818181818182,0.065048581321057
4,"H",3,95.7625,69.6454545454546,0,0,-2,-2,-5,6,15,-1,-1,-7,-5,1,5,-2,0.012420091324201,0,-0.16156914893617,0.00164383561643799,-0.047182785857862,-0.023255813953488,-0.023255813953488,0.092785388127854,4.17700039159399,-4.17700039159399,0.217168949771689,-0.053881278538812,-0.012695801444818
30,"A",0,70.7625,70.7625,0,9,-12,5,-16,7,3,-9,12,1,2,2,-4,0,0.237980769230769,0.511936339522546,0.261904761904762,0.291466346153846,0.044204284307684,-0.080392156862745,-0.080392156862745,0.167067307692308,42.3953365129833,-42.3953365129833,0.122596153846154,-0.203125,0.298479661965472
7,"H",0,65.925,65.925,0,4,0,-4,-8,3,2,-2,2,6,-4,3,1,-2,0.086956521739131,0,0.071969696969697,0.0434782608695651,-0.043763446624911,-0.022544283413848,-0.0225442834138481,0.065217391304347,10.618126659082,-10.618126659082,0.043478260869566,-0.17391304347826,0.050860587057092
16,"H",0,69.75,69.75,0,7,-7,-1,-14,3,2,-3,12,6,2,-2,5,-3,0.161538461538462,0.141025641025641,0.131313131313131,0.157559681697613,0.033975428640797,0.025862068965517,0.025862068965517,0.06472148541114,22.9390681003585,-22.9390681003585,0.051193633952255,-0.193103448275862,0.165208803430548
1,"A",0,73.075,73.075,0,1,-1,-2,-7,1,-2,-1,2,-4,0,0,-1,2,0.022355769230769,0.029137529137529,0.138888888888889,0.00829326923076901,0.002797686991446,-0.00675675675675699,-0.00675675675675702,0.018269230769231,1.368457064659,-1.368457064659,-0.026923076923077,-0.101442307692308,0.021794735462898
18,"H",0,64.9625,64.9625,0,9,3,3,-2,-3,-9,-1,6,14,1,-1,3,8,0.153186274509804,0.163561076604555,0.375,0.17953431372549,0.01354874641123,0.047826086956522,0.0478260869565219,-0.071078431372549,27.708293246104,-27.708293246104,-0.196078431372549,-0.067401960784314,0.176855754236924
25,"H",0,67.7,67.7,0,13,8,-1,-5,0,-2,-3,4,17,-9,6,3,1,0.153246753246753,0.053140096618357,0.13986013986014,0.134920634920635,-0.116841485337725,-0.042857142857143,-0.042857142857143,-0.023088023088023,36.9276218611524,-36.9276218611524,-0.061760461760461,-0.132467532467532,0.128319493826094
2,"H",0,61.4375,61.4375,0,-3,-6,1,4,7,3,-4,2,0,1,1,1,-2,-0.01036866359447,0,0.402597402597402,0.00374423963133702,0.0192255188882615,-0.05952380952381,-0.05952380952381,0.133640552995391,3.25534079348981,-3.25534079348981,0.07258064516129,0.112903225806452,0.0490930357695629
10,"H",0,72.2625,72.2625,0,2,-1,5,12,1,5,-5,-4,10,-6,8,-2,0,0.0432495616598481,0.027667984189723,-0.141711229946524,0.086937463471654,-0.066723364240426,-0.155913978494623,-0.155913978494623,0.021332554061952,13.838436256703,-13.838436256703,0.091174751607247,0.210111046171829,0.06136627909351
10,"H",0,67.4125,67.4125,0,2,-6,0,-8,6,9,-5,-1,7,-3,1,-2,-4,0.090014903129657,0.1875,0,0.098062593144561,-0.030786112543621,-0.141025641025641,-0.141025641025641,0.119821162444113,14.834044131281,-14.834044131281,0.17973174366617,-0.102533532041729,0.094272220566562
14,"A",0,69.8875,69.8875,0,7,1,7,4,-7,-7,-3,5,9,0,4,1,4,0.109877264757452,0.341269841269842,-0.0707070707070709,0.168760958503799,0.00371035485833901,-0.051515151515151,-0.051515151515151,-0.123319696084161,20.032194598461,-20.032194598461,-0.123904149620105,0.063705435417884,0.130478434574636
8,"A",0,62.95,62.95,0,0,-13,3,-9,5,2,-10,7,-1,0,-2,-2,1,0.099616858237547,0.298136645962733,0.163561076604555,0.140421455938697,0.027345599644778,-0.141269841269842,-0.141269841269842,0.175862068965517,12.7084988085783,-12.7084988085783,0.14904214559387,-0.08544061302682,0.160278758247357
8,"H",0,68.7375,68.7375,0,2,-11,-2,-15,6,11,0,8,2,1,0,0,-6,0.112250712250712,0.141414141414141,-0.107692307692308,0.10940170940171,0.020400227899303,0.05955334987593,0.0595533498759301,0.148717948717948,11.638479723587,-11.638479723587,0.25071225071225,-0.174358974358975,0.102523381208052
25,"A",0,64.6,64.6,0,11,3,8,1,-5,-4,1,7,10,0,-5,1,-3,0.181917211328976,0.354978354978355,-0.134920634920635,0.253812636165577,-0.002564406305196,0.074519230769231,0.0745192307692309,-0.107843137254902,38.6996904024769,-38.6996904024769,-0.093681917211329,-0.00435729847494598,0.197268189630528
6,"N",0,66.7875,66.7875,1,2,-2,-3,-16,5,9,9,8,-5,3,-5,3,-9,0.052950558213716,0.128571428571429,-0.090062111801243,0.0285486443381181,0.029723936230224,0.284946236559139,0.284946236559139,0.09792663476874,8.983717012914,-8.983717012914,0.172567783094099,-0.271770334928229,0.0259882552389841
2,"N",0,68.5875,68.5875,1,0,-6,9,7,-7,-5,2,6,3,10,-8,0,5,0.043343653250774,0.372282608695652,-0.119252873563219,0.132610939112487,0.129044080032069,0.090322580645161,0.0903225806451611,-0.087719298245614,2.9159832330963,-2.9159832330963,-0.038183694530443,0.170278637770898,0.079553636931772
5,"N",0,68.375,68.375,1,-2,17,-3,2,12,12,14,-6,-4,-8,5,0,-6,-0.172539893617021,-0.229166666666667,0.061120543293718,-0.221409574468085,-0.131262172454281,0.204246713852376,0.204246713852376,0.097074468085106,7.31261425959801,-7.31261425959801,0.080119680851064,-0.059175531914894,-0.16124623400982
13,"N",0,64.875,64.875,1,4,-4,2,1,3,8,1,9,4,1,-2,1,-4,0.12348769294952,0.078571428571429,-0.0935960591132999,0.150604922820192,0.013086038854429,0.104166666666667,0.104166666666667,0.088861076345431,20.038535645472,-20.038535645472,0.205256570713392,0.0546516478932,0.108786855042552
7,"N",0,58.875,58.875,1,-4,-12,3,5,12,22,-1,-2,-1,-1,-1,-1,-5,0.030844155844156,0.082706766917293,-0.05952380952381,0.074675324675325,-0.00717096392159702,-0.043560606060606,-0.043560606060606,0.316558441558441,11.889596602972,-11.889596602972,0.568181818181818,0.181818181818182,0.070038127805869
